0,83852.67443493321
1,84002.1723400284
2,230100.789587272
3,109518.68448601766
4,82924.95426514196
5,121548.90977273857
6,148096.93381212206
7,169163.49660172866
8,156426.7953801387
9,111717.78621757436
10,112911.28641896817
11,97499.60923409402
12,133196.35523319663
13,94547.50366159492
14,143955.0613727992
15,88410.4963790017
16,101861.86214161088
17,241779.5285465455
18,111130.49265494385
19,121256.44022826872
20,178529.2318441805
21,111435.77480816183
22,131380.13741644807
23,206156.08602168036
24,102797.39129016179
25,91801.10569417146
26,193896.48648407072
27,83268.69691636047
28,193316.00817455383
29,204278.13989117896
30,179725.4702587463
31,116537.63585198477
32,67386.16754751309
33,156950.42937059223
34,99530.73793211994
35,120382.98090153743
36,122565.84172478569
37,110710.28391061624
38,216881.4075988545
39,114318.9968717365
40,109410.55728850923
41,203035.45158155693
42,163438.85298428076
43,140511.62208699557
44,164840.87756383058
45,128280.69496484948
46,157317.84234400108
47,255405.10649150464
48,127151.4443156569
49,111534.56749267991
50,136214.95145434586
51,95656.70348446463
52,133154.0099526709
53,105646.39169875339
54,139681.9034588481
55,218050.3833185242
56,196580.15162815686
57,191957.0494543999
58,84285.91864841229
59,164977.82437755397
60,178796.50408449632
61,118314.39749154044
62,174879.9389235605
63,101758.67339647723
64,235815.11429004153
65,146966.56554461457
66,100938.17849205039
67,145702.73721777013
68,153140.00231264884
69,116606.56819835646
70,152572.83215725454
71,133628.32795475336
72,134798.43925995284
73,95304.94924299554
74,100394.38370365107
75,100451.22355205758
76,134686.8561055544
77,116492.32069167678
78,110636.47426570492
79,169338.07456634098
80,155588.5203668405
81,228632.02025653532
82,118830.78436624847
83,107973.56604322002
84,98081.09623739366
85,136337.27412932855
86,110711.60952049606
87,87355.09510562399
88,95599.25228375167
89,109425.73334744097
90,88649.20499235271
91,112514.7412146597
92,197556.11642744733
93,100715.09211239901
94,117351.55764392967
95,141379.81044353955
96,123095.45569839493
97,89326.20269453457
98,213112.78510303513
99,232965.8892977314
100,83598.99836013427
101,164899.63323430796
102,108430.2704082411
103,130305.89396051034
104,137078.94862932185
105,198611.98784469804
106,191162.4592779224
107,105100.91541061577
108,170225.77564920462
109,110963.76918631914
110,103884.79639537842
111,111535.41322538983
112,112118.11339715106
113,100921.14773824705
114,89277.67831735365
115,167551.83707269822
116,108796.0061805045
117,141611.58021146007
118,140669.42492771632
119,102040.44281694434
120,183679.05215819064
121,113393.16363572047
122,157769.02514134388
123,133755.90054254112
124,227439.84838712763
125,86886.24415173956
126,137128.7814512045
127,249973.68883699813
128,141674.8860497282
129,200668.3997236555
130,143653.30653288538
131,115068.43906602461
132,227443.92759177624
133,196923.69953035726
134,130101.05275307024
135,113534.1154938984
136,100038.39102789719
137,155544.47506814564
138,141115.24399329652
139,91149.94384046993
140,99317.25893240605
141,187437.97376082026
142,160103.9350318534
143,118419.5301628406
144,159754.9551225168
145,164190.382169705
146,187610.66647429368
147,107937.35430158777
148,135334.33414696273
149,68121.37798740342
150,194406.43150695277
151,133521.29196154082
152,109025.71449757961
153,147559.47982775848
154,106572.70113879637
155,135221.46978953455
156,130946.1459272736
157,94315.75263312459
158,179533.20741201288
159,140104.26751729866
160,134703.36337161367
161,104918.83454926168
162,113321.37376595114
163,116429.93644738648
164,154997.57163211412
165,128122.7056666878
166,171350.32437465392
167,125508.15019570813
168,183280.41445016602
169,173092.92893573167
170,114624.29353500852
171,109732.11515119708
172,118268.36006983627
173,142964.15719010064
174,150454.46208809488
175,160492.77758943997
176,102270.70622094236
177,110552.76077510146
178,140422.8628060901
179,130105.8011291688
180,128482.99367260002
181,200652.48676007288
182,126142.03099016094
183,199313.07609126432
184,119461.64928583351
185,153963.08768125813
186,166244.90512743616
187,131066.62498062445
188,176792.37234321542
189,204968.8631200548
190,204334.97869020567
191,188358.20561923122
192,138775.03154949762
193,118890.62404142325
194,187173.59831773944
195,116231.82972346758
196,96317.77319483932
197,167501.95444140915
198,103240.24125302436
199,109406.83181495283
200,98370.74050660188
201,102946.9753738872
202,168581.69714203966
203,141054.03232265534
204,174494.10738573226
205,233430.0715665951
206,126003.04078370595
207,118880.26740923458
208,174735.47270951988
209,129692.23714857113
210,134559.68088817075
211,99093.36517829228
212,97356.20206824236
213,78715.24942067043
214,124400.84420857868
